title,link,published
IBM’s stock falls after growth slows in this key segment,https://www.marketwatch.com/story/ibms-stock-falls-after-growth-slows-in-this-key-segment-7de33801?mod=mw_rss_topstories,
Hotel operators say they’ve lost $650 million in the government shutdown. They’re calling for it to end.,https://www.marketwatch.com/story/hotel-operators-say-theyve-lost-650-million-in-the-government-shutdown-theyre-calling-for-it-to-end-5a9b8423?mod=mw_rss_topstories,
Legal & General sets higher Retail growth target ahead of investor event,https://www.investing.com/news/stock-market-news/legal--general-sets-higher-retail-growth-target-ahead-of-investor-event-93CH-4303804,
Medvedev says Trump’s actions are like an act of war against Russia,https://www.investing.com/news/stock-market-news/medvedev-says-trumps-actions-are-like-an-act-of-war-against-russia-4303798,
Dove maker Unilever sales top forecast as US shoppers drive beauty demand,https://www.investing.com/news/stock-market-news/dove-soap-maker-unilever-beats-q3-sales-expectations-4303373,
MTU Aero Engines beats profit estimates on commercial demand,https://www.investing.com/news/stock-market-news/mtu-aero-engines-beats-profit-estimates-on-commercial-demand-4303461,
"Trump sanctions Russian oil majors, prompting oil price rise and India jitters",https://www.investing.com/news/stock-market-news/trump-sanctions-russian-oil-majors-prompting-oil-price-rise-and-india-jitters-4303715,
"Zelenskiy hails new energy sanctions on Russia, seeks more pressure on Moscow",https://www.investing.com/news/stock-market-news/zelenskiy-hails-new-energy-sanctions-on-russia-seeks-more-pressure-on-moscow-4303608,
Tesla shares fall as profit miss spooks investors,https://www.investing.com/news/stock-market-news/tesla-shares-fall-4-in-europe-after-profit-miss-4303405,
Kuehne + Nagel cuts full-year guidance after weak freight yields hit quarterly pro,https://www.investing.com/news/stock-market-news/kuehne--nagel-cuts-fullyear-guidance-after-weak-freight-yields-hit-quarterly-pro-4303735,
Kering FOMO share price rally continues as de Meo’s turnaround gathers speed,https://www.investing.com/news/stock-market-news/kering-shares-rise-5-as-company-signals-improvement-at-gucci-and-other-brands-4303492,
Indonesia stocks higher at close of trade; IDX Composite Index up 1.39%,https://www.investing.com/news/stock-market-news/indonesia-stocks-higher-at-close-of-trade-idx-composite-index-up-139-4303691,
Gold-stocks jugalbandi: Ruchir Sharma explains why both are booming in a world flooded with liquidity,https://economictimes.indiatimes.com/markets/stocks/news/gold-stocks-jugalbandi-ruchir-sharma-explains-why-both-are-booming-in-a-world-flooded-with-liquidity/articleshow/124758044.cms,2025-10-23
"1,300% rally in 4 days! Wall Street gets new meme stock to rekindle GameStop memories",https://economictimes.indiatimes.com/markets/stocks/news/1300-rally-in-4-days-wall-street-gets-new-meme-stock-to-rekindle-gamestop-memories/articleshow/124757862.cms,2025-10-23
"Titan shares jump 2% to new 52-week high following UBS upgrade, target price hike",https://economictimes.indiatimes.com/markets/stocks/news/titan-shares-jump-2-to-new-52-week-high-following-ubs-upgrade-target-price-hike/articleshow/124757802.cms,2025-10-23
Midcaps take the lead as Nifty nears record high; Rahul Sharma sees sector rotation ahead,https://economictimes.indiatimes.com/markets/expert-view/midcaps-take-the-lead-as-nifty-nears-record-high-rahul-sharma-sees-sector-rotation-ahead/articleshow/124757577.cms,2025-10-23
PSU banks set for more upside as institutional flows shift from private lenders: Nischal Maheshwari,https://economictimes.indiatimes.com/markets/expert-view/psu-banks-set-for-more-upside-as-institutional-flows-shift-from-private-lenders-nischal-maheshwari/articleshow/124757418.cms,2025-10-23
BOJ sees signs of overheating in Japan's stock market,https://economictimes.indiatimes.com/markets/stocks/news/boj-sees-signs-of-overheating-in-japans-stock-market/articleshow/124757475.cms,2025-10-23
"Nokia posts profit beat as AI, cloud demand boost optical sales; shares soar 11%",https://economictimes.indiatimes.com/markets/stocks/earnings/nokia-posts-profit-beat-as-ai-cloud-demand-boost-optical-sales/articleshow/124757348.cms,2025-10-23
European shares tick higher on corporate earnings boost,https://economictimes.indiatimes.com/markets/stocks/news/european-shares-tick-higher-on-corporate-earnings-boost/articleshow/124757301.cms,2025-10-23
"Silver in bear market grip already, but only if you are invested in ETFs. Time to sell?",https://economictimes.indiatimes.com/markets/commodities/news/silver-in-bear-market-grip-already-but-only-if-you-are-invested-in-etfs-time-to-sell/articleshow/124757142.cms,2025-10-23
HUL shares rise 3% as Q2 net profit beats Street estimates; firm declares a dividend,https://economictimes.indiatimes.com/markets/stocks/news/hul-shares-rise-3-as-q2-net-profit-beats-street-estimates-firm-declares-a-dividend/articleshow/124757077.cms,2025-10-23
"FIIs, promoters reduce holdings in 11 smallcaps; prices rise up to 87% in FY26",https://economictimes.indiatimes.com/markets/stocks/news/fiis-promoters-reduce-holdings-in-11-smallcaps-prices-rise-up-to-87-in-fy26/slideshow/124757288.cms,2025-10-23
Dixon Technologies shares crack 7% in 4 sessions despite strong Q2. What should investors do?,https://economictimes.indiatimes.com/markets/stocks/news/dixon-technologies-shares-crack-7-in-4-sessions-despite-strong-q2-what-should-investors-do/articleshow/124756893.cms,2025-10-23
"This is India's decade; market poised for a comeback as global momentum shifts, says Peter McGuire",https://economictimes.indiatimes.com/markets/expert-view/this-is-indias-decade-poised-for-a-market-comeback-as-global-momentum-shifts-says-peter-mcguire/articleshow/124756822.cms,2025-10-23
Midwest IPO listing tomorrow: What GMP signals after a bumper subscription of over 90x?,https://economictimes.indiatimes.com/markets/ipos/fpos/midwest-ipo-listing-tomorrow-what-gmp-signals-after-a-bumper-subscription-of-over-90x/articleshow/124756796.cms,2025-10-23
Why are gold and silver falling after record highs? Here's what experts say,https://economictimes.indiatimes.com/markets/commodities/news/why-are-gold-and-silver-falling-after-record-highs-heres-what-experts-say/articleshow/124756731.cms,2025-10-23
Japan's Nikkei ends lower on profit-booking from Takaichi rally,https://economictimes.indiatimes.com/markets/stocks/news/japans-nikkei-ends-lower-on-profit-booking-from-takaichi-rally/articleshow/124755877.cms,2025-10-23
Post-Diwali reality check: Are gold and silver prices about to cool off?,https://economictimes.indiatimes.com/markets/stocks/news/post-diwali-reality-check-are-gold-and-silver-prices-about-to-cool-off/articleshow/124755666.cms,2025-10-23
"FIIs may return as global flows tilt towards emerging markets, says Samir Arora",https://economictimes.indiatimes.com/markets/expert-view/fiis-may-return-as-global-flows-tilt-towards-emerging-markets-says-samir-arora/articleshow/124755454.cms,2025-10-23
Mukul Mahavir Agrawal buys stake in Ramesh Damani-backed stock that’s down 42% YTD. Do you own?,https://economictimes.indiatimes.com/markets/stocks/news/mukul-mahavir-agrawal-buys-stake-in-ramesh-damani-backed-stock-thats-down-42-ytd-do-you-own/articleshow/124755467.cms,2025-10-23
"FIIs may have bottomed out, India looks ready for inflows: Samir Arora",https://economictimes.indiatimes.com/markets/expert-view/fiis-may-have-bottomed-out-india-looks-ready-for-inflows-samir-arora/articleshow/124755339.cms,2025-10-23
"BSE, Angel One shares jump up to 2% as Indian markets hover near record highs",https://economictimes.indiatimes.com/markets/stocks/news/bse-angel-one-shares-jump-up-to-2-as-indian-markets-hover-near-record-highs/articleshow/124754791.cms,2025-10-23
HUL Q2: FMCG major declares interim dividend of Rs 19 per share; check record and payout dates,https://economictimes.indiatimes.com/markets/stocks/earnings/hul-q2-results-fmcg-major-declares-interim-dividend-of-rs-19-per-share-check-record-payout-date/articleshow/124754635.cms,2025-10-23
Indian bonds slip on lack of buying interest,https://economictimes.indiatimes.com/markets/bonds/indian-bonds-slip-on-lack-of-buying-interest/articleshow/124754345.cms,2025-10-23
"Crypto markets fall for 7th consecutive day, Bitcoin trades at $108,000, Ethereum at $3,800",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-markets-fall-for-7th-consecutive-day-bitcoin-trades-at-108000-ethereum-at-3800/articleshow/124754320.cms,2025-10-23
Gold tumbles for 3rd day after biggest ETF exodus since May. Here’s what else is dimming its shine,https://economictimes.indiatimes.com/markets/commodities/news/gold-tumbles-for-3rd-day-after-biggest-etf-exodus-since-may-heres-what-else-is-dimming-its-shine/articleshow/124754194.cms,2025-10-23
"HUL Q2 Results: Cons PAT rises 4% YoY to Rs 2,685 crore; revenue up 2%",https://economictimes.indiatimes.com/markets/stocks/earnings/hul-q2-results-cons-pat-rises-4-yoy-to-rs-2694-crore-revenue-up-2/articleshow/124754151.cms,2025-10-23
"Tata Steel shares can rally 25%, says Nomura, listing 5 growth drivers",https://economictimes.indiatimes.com/markets/stocks/news/tata-steel-shares-can-rally-25-says-nomura-listing-5-growth-drivers/articleshow/124754139.cms,2025-10-23
"Smallcap stock soars over 10% after 1:10 stock split, 1:1 bonus issue announcements",https://economictimes.indiatimes.com/markets/stocks/news/smallcap-stock-soars-over-10-after-110-stock-split-11-bonus-issue-announcements/articleshow/124754096.cms,2025-10-23
"Diwali ain't over yet! Sensex hits 52-week high, Nifty tops 26K; 5 factors pushing D-St near all-time peak",https://economictimes.indiatimes.com/markets/stocks/news/diwali-aint-over-yet-sensex-hits-52-week-high-nifty-tops-26k-5-factors-pushing-d-st-near-all-time-peak/articleshow/124753512.cms,2025-10-23
Central banks and institutional investors keep bullion demand strong,https://economictimes.indiatimes.com/markets/stocks/news/central-banks-and-institutional-investors-keep-bullion-demand-strong/slideshow/124753562.cms,2025-10-23
Ashish Kacholia-backed stock surges 9% to new 52-week high as Q2 PAT rises 88%. Do you own?,https://economictimes.indiatimes.com/markets/stocks/news/ashish-kacholia-backed-stock-surges-9-to-new-52-week-high-as-q2-pat-rises-88-do-you-own/articleshow/124753234.cms,2025-10-23
December data to shape BOJ’s next rate decisions,https://economictimes.indiatimes.com/markets/stocks/news/december-data-to-shape-bojs-next-rate-decisions/slideshow/124753342.cms,2025-10-23
"KPR Mill, Trident &amp; other textile stocks surge up to 13%. Is the US-India trade deal finally coming close?",https://economictimes.indiatimes.com/markets/stocks/news/kpr-mill-trident-other-textile-stocks-surge-up-to-13-is-the-us-india-trade-deal-finally-coming-close/articleshow/124753188.cms,2025-10-23
"Moody’s sees high-single-digit revenue growth, beats prior estimates",https://economictimes.indiatimes.com/markets/stocks/news/moodys-sees-high-single-digit-revenue-growth-beats-prior-estimates/slideshow/124753150.cms,2025-10-23
United Breweries shares in focus after Heineken flags softer beer volumes,https://economictimes.indiatimes.com/markets/stocks/news/united-breweries-shares-in-focus-after-heineken-flags-softer-beer-volumes/articleshow/124752981.cms,2025-10-23
Rupee rises 13 paise to 87.80 against US dollar in early trade,https://economictimes.indiatimes.com/markets/forex/forex-news/rupee-rises-13-paise-to-87-80-against-us-dollar-in-early-trade/articleshow/124752863.cms,2025-10-23
Reliance Industries shares rise after purchase of Middle Eastern crude amid global supply shifts,https://economictimes.indiatimes.com/markets/stocks/news/reliance-industries-shares-rise-after-purchase-of-middle-eastern-crude-amid-global-supply-shifts/articleshow/124752718.cms,2025-10-23
A dull Samvat 2081 showed markets a slave to earnings. Can India Inc revive profits for next bull run?,https://economictimes.indiatimes.com/markets/stocks/news/a-dull-samvat-2081-showed-markets-a-slave-to-earnings-can-india-inc-revive-profits-for-next-bull-run/articleshow/124752673.cms,2025-10-23
"Torrent Pharma shares in focus after CCI clears Rs 19,500 crore acquisition of JB Chemicals",https://economictimes.indiatimes.com/markets/stocks/news/torrent-pharma-shares-in-focus-after-cci-clears-rs-19500-crore-acquisition-of-jb-chemicals/articleshow/124752632.cms,2025-10-23
Epack Prefab Technologies shares zoom 20% to new 52-week high as Q2 PAT spikes over 100%,https://economictimes.indiatimes.com/markets/stocks/news/epack-prefab-technologies-shares-in-focus-as-q2-pat-spikes-over-100/articleshow/124752595.cms,2025-10-23
"Gold rises Rs 900/10 gm, silver jumps Rs 1,100/kg as investors shrug off global trends; key cues to watch",https://economictimes.indiatimes.com/markets/commodities/news/gold-rises-rs-900/10-gm-silver-jumps-rs-1100/kg-as-investors-shrug-off-global-trends-key-cues-to-watch/articleshow/124752471.cms,2025-10-23
"At 52-week high! Sensex surges 800 points, Nifty tops 26,050 on earnings optimism",https://economictimes.indiatimes.com/markets/stocks/news/sensex-nears-record-high-jumps-600-points-nifty-tops-26000-on-earnings-optimism/articleshow/124752435.cms,2025-10-23
"EV to Consumption: Mukul Agrawal buys 10 smallcaps in Q2, chasing India's next big growth themes",https://economictimes.indiatimes.com/markets/stocks/news/ev-to-consumption-mukul-agrawal-buys-10-smallcaps-in-q2-chasing-indias-next-big-growth-themes/slideshow/124752564.cms,2025-10-23
Oil rises 3% after Trump sanctions Russia's Rosneft and Lukoil,https://economictimes.indiatimes.com/markets/commodities/news/oil-rises-2-5-after-us-sanctions-russias-rosneft-lukoil/articleshow/124752401.cms,2025-10-23
"High-end housing segment remains hot this Diwali even as overall sales cool off, says Samir Jasuja",https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/high-end-housing-segment-remains-hot-this-diwali-even-as-overall-sales-cool-off-says-samir-jasuja/articleshow/124732804.cms,2025-10-23
"ITC Hotels, Swiggy among 7 stocks showing bullish RSI upswing",https://economictimes.indiatimes.com/markets/stocks/news/itc-hotels-swiggy-among-7-stocks-showing-bullish-rsi-upswing/slideshow/124752144.cms,2025-10-23
BEL shares surge 1% on securing Rs 633 crore order from Cochin Shipyard,https://economictimes.indiatimes.com/markets/stocks/news/bel-shares-in-focus-on-securing-rs-633-crore-order-from-cochin-shipyard/articleshow/124752069.cms,2025-10-23
Ceat and 4 other stocks witness 5-year swing high breakouts,https://economictimes.indiatimes.com/markets/stocks/news/ceat-and-4-other-stocks-witness-5-year-swing-high-breakouts/slideshow/124752042.cms,2025-10-23
"US Treasuries may nudge India bonds higher, but breach of key levels unlikely",https://economictimes.indiatimes.com/markets/bonds/us-treasuries-may-nudge-india-bonds-higher-but-breach-of-key-levels-unlikely/articleshow/124751614.cms,2025-10-23
"FIIs dump Infosys and TCS, but mutual funds make bold contra bets on IT stocks. Who will win?",https://economictimes.indiatimes.com/markets/stocks/news/fiis-dump-infosys-and-tcs-but-mutual-funds-make-bold-contra-bets-on-it-stocks-who-will-win/articleshow/124751548.cms,2025-10-23
BSE chips into NSE’s share as expiry day flip fails to dent volumes,https://www.livemint.com/market/stock-market-news/bse-nse-index-options-expiry-shift-market-share-11761203554680.html,2025-10-23
"Tata Motors demerger: With CV business spun off, is the listed automaker's stock worth investing in now?",https://www.livemint.com/market/stock-market-news/tata-motors-demerger-with-cv-business-spun-off-is-the-listed-automakers-stock-worth-investing-11761209261055.html,2025-10-23
"HPCL, BPCL to IOC: Why are oil stocks under pressure?",https://www.livemint.com/market/stock-market-news/hpcl-bpcl-to-ioc-why-are-oil-stocks-under-pressure-11761208974592.html,2025-10-23
"Stocks to buy: Nagaraj Shetti recommends IDFC First Bank, Central Bank shares to buy",https://www.livemint.com/market/stock-market-news/stocks-to-buy-nagaraj-shetti-recommends-idfc-first-bank-central-bank-shares-to-buy-11761208518531.html,2025-10-23
"Dalmia Bharat’s capacity drive shows promise, but crucial Q3 event looms",https://www.livemint.com/market/mark-to-market/dalmia-bharat-cement-capacity-expansion-11761205644247.html,2025-10-23
"Navratana PSU RailTel to declare interim dividend, Q2 results 2025 on this date. Check here",https://www.livemint.com/market/stock-market-news/navratana-psu-railtel-to-declare-interim-dividend-q2-results-2025-on-this-date-check-here-11761205896851.html,2025-10-23
Multibagger NSE SME stock gives 150% returns in three years despite flat debut,https://www.livemint.com/market/stock-market-news/multibagger-nse-sme-stock-gives-150-returns-in-three-years-despite-flat-debut-11761203468769.html,2025-10-23
Polycab India's electrifying Q2 show has some weak spots,https://www.livemint.com/market/mark-to-market/polycab-india-q2-earnings-polycab-india-share-price-wires-cables-companies-india-11761204121585.html,2025-10-23
Global funds ramp up Indian bonds purchase by 46 times to $631 million after RBI's rupee defence,https://www.livemint.com/market/bonds/global-funds-ramp-up-indian-bonds-purchase-by-46-times-to-631-million-after-rbis-rupee-defence-11761205706464.html,2025-10-23
Vodafone Idea share price extends gains for third straight session; stock up over 8% in three days,https://www.livemint.com/market/stock-market-news/vodafone-idea-share-price-extends-gains-for-third-straight-session-stock-up-over-8-in-three-days-11761205209471.html,2025-10-23
Axis Bank share price touches 1-year high as post-earnings rally extends to fifth day,https://www.livemint.com/market/stock-market-news/axis-bank-share-price-touches-1-year-high-as-post-earnings-rally-extends-to-fifth-day-11761200644132.html,2025-10-23
Can Nifty 50 climb to a new peak on the possible-looking India-US trade deal buzz?,https://www.livemint.com/market/stock-market-news/can-nifty-50-climb-to-a-new-peak-on-the-possible-looking-india-us-trade-deal-buzz-11761201644014.html,2025-10-23
Planning to buy Bank of Maharashtra stocks? Weigh these pros and cons first,https://www.livemint.com/market/stock-market-news/bank-of-maharashtra-share-price-bank-of-maharashtra-earnings-investing-in-bank-of-maharashtra-11761197704224.html,2025-10-23
Adani Power to announce Q2 results 2025 on this date. Check details,https://www.livemint.com/market/stock-market-news/adani-power-to-announce-q2-results-2025-on-this-date-check-details-11761201151205.html,2025-10-23
"Small-cap stock jumps 27% in three days after board nod to 1:10 stock split, 1:1 bonus share issue",https://www.livemint.com/market/stock-market-news/smallcap-stock-jumps-27-in-three-days-after-board-nod-to-1-10-stock-split-1-1-bonus-share-issue-11761200269925.html,2025-10-23
"Kitex Garments, Vardhman Textiles, KPR Mill and other textile stocks jump up to 17% on India-US trade deal optimism",https://www.livemint.com/market/stock-market-news/kitex-garments-vardhman-textiles-kpr-mill-and-other-textile-stocks-jump-up-to-17-on-india-us-trade-deal-optimism-11761198840927.html,2025-10-23
HUL share price gains 3% after Q2 results. Should you buy the FMCG stock?,https://www.livemint.com/market/stock-market-news/hul-share-price-gains-3-after-q2-results-should-you-buy-the-fmcg-stock-11761198601310.html,2025-10-23
Midwest IPO listing date tomorrow. Here’s what GMP signals about the Dalal Street debut,https://www.livemint.com/market/ipo/midwest-ipo-listing-date-tomorrow-here-s-what-gmp-signals-about-the-dalal-street-debut-11761197580876.html,2025-10-23
HUL Q2 results 2025 declared:  ₹19 dividend to net profit; Five key takeaways you should know,https://www.livemint.com/market/stock-market-news/hul-q2-results-net-profit-at-rs-2-694-crore-fmcg-major-declares-rs-19-per-share-interim-dividend-11761197706275.html,2025-10-23
"Shares to buy in short term: Mehta Equities’ Riyank suggests Bharti Airtel, Motilal Oswal, Paytm stock to buy",https://www.livemint.com/market/stock-market-news/shares-to-buy-in-short-term-mehta-equities-riyank-suggests-bharti-airtel-motilal-oswal-paytm-stock-to-buy-11761193845767.html,2025-10-23
"Infosys, TCS, HCL Tech, other IT stocks jump up to 3% amid India-US trade deal buzz",https://www.livemint.com/market/stock-market-news/infosys-tcs-hcl-tech-other-it-stocks-jump-up-to-3-amid-india-us-trade-deal-buzz-11761193733822.html,2025-10-23
Infosys share price jumps over 4% after promoters opt out of share buyback,https://www.livemint.com/market/infosys-share-price-jumps-over-3-after-promoters-opt-out-of-share-buyback-11761193060260.html,2025-10-23
"Sensex jumps over 700 points, Nifty 50 above 26,000; why is Indian stock market rising today? 5 key reasons",https://www.livemint.com/market/stock-market-news/sensex-jumps-over-700-points-nifty-50-above-26-000-why-is-indian-stock-market-rising-today-5-key-reasons-11761190330635.html,2025-10-23
Gold price today: MCX gold rate rises to near  ₹1.23 lakh per 10 gms; silver prices jump 1%; US-China trade deal eyed,https://www.livemint.com/market/commodities/gold-price-today-mcx-gold-rate-rises-near-rs-1-23-lakh-per-10-gms-silver-prices-jump-1-us-china-trade-deal-eyed-11761190580813.html,2025-10-23
"Q2 Results today: HUL, Colgate Palmolive, PTC India, others to announce Q2 earnings",https://www.livemint.com/market/stock-market-news/q2-results-today-hul-colgate-palmolive-ptc-india-others-to-announce-q2-earnings-11761188103587.html,2025-10-23
Rupee set to open higher after Diwali break; focus on US-India trade deal news flow,https://www.livemint.com/market/stock-market-news/rupee-set-to-open-higher-after-diwali-break-focus-on-us-india-trade-deal-news-flow-11761188371658.html,2025-10-23
"Nifty 50, Sensex today: What to expect from Indian stock market in trade on October 23 amid India-US trade deal buzz",https://www.livemint.com/market/stock-market-news/nifty-50-sensex-today-what-to-expect-from-indian-stock-market-in-trade-on-october-23-amid-india-us-trade-deal-buzz-11761159893879.html,2025-10-23
"Indian stock market: 10 things that changed for market - Gift Nifty, India-US trade deal buzz to Russian oil sanctions",https://www.livemint.com/market/stock-market-news/indian-stock-market-10-things-that-changed-for-market-gift-nifty-india-us-trade-deal-buzz-to-russian-oil-sanctions-11761160139971.html,2025-10-23
S.Korean shares track Wall Street lower; investors await BOK governors remarks,https://www.livemint.com/market/stock-market-news/skorean-shares-track-wall-street-lower-investors-await-bok-governors-remarks-11761182204443.html,2025-10-23
Gold Extends Pullback from Record High for a Third Day,https://www.livemint.com/market/commodities/gold-extends-pullback-from-record-high-for-a-third-day-11761180501714.html,2025-10-23
Buy or sell: Vaishali Parekh recommends three stocks to buy today - 23 October 2025,https://www.livemint.com/market/stock-market-news/buy-or-sell-vaishali-parekh-recommends-three-stocks-to-buy-today-23-october-2025-11761137793327.html,2025-10-23
"Stock market today: Trade setup for Nifty 50, Gift Nifty to India-US trade deal; 8 stocks to buy",https://www.livemint.com/market/stock-market-news/stock-market-today-trade-setup-for-nifty-50-gift-nifty-to-india-us-trade-deal-8-stocks-to-buy-11761148296141.html,2025-10-23
"Ceat investors ride high on prospects even as Camso integration, debt spike pinch",https://www.livemint.com/market/mark-to-market/ceat-q2-earnings-ceat-share-price-tyre-companies-india-camso-construction-11761118548896.html,2025-10-23
Stocks to trade today: Trade Brains Portal recommends two stocks for 23 October,https://www.livemint.com/market/stock-market-news/stocks-to-trade-trade-brains-portal-stock-recommendations-23-october-sensex-nifty-11761134877633.html,2025-10-23
Stock recommendations for 23 October from MarketSmith India,https://www.livemint.com/market/stock-market-news/stock-recommendations-23-october-marketsmith-india-sensex-nifty-market-setup-11761133857869.html,2025-10-23
